key,image_id,url,description,weight,predicted_weight,absolute_error
m4egh2,c31013e3-9c81-4ba6-b85b-e3c45b062457,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457,pommes de terre,209.0,120,89.0
m4egh2,c31013e3-9c81-4ba6-b85b-e3c45b062457,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457,fêta,34.0,40,6.0
m4egh2,c31013e3-9c81-4ba6-b85b-e3c45b062457,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457,carottes,55.0,50,5.0
m4egh2,c31013e3-9c81-4ba6-b85b-e3c45b062457,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457,panais,13.0,50,37.0
m4egh2,c31013e3-9c81-4ba6-b85b-e3c45b062457,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457,aubergines,24.0,50,26.0
m4egh2,c31013e3-9c81-4ba6-b85b-e3c45b062457,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457,racines rouges,32.0,50,18.0
m4egh2,dfda1513-23e2-4a5a-a717-3ccb65716ace,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/dfda1513-23e2-4a5a-a717-3ccb65716ace,pain complet,192.0,150,42.0
m4egh2,dfda1513-23e2-4a5a-a717-3ccb65716ace,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/dfda1513-23e2-4a5a-a717-3ccb65716ace,beurre,7.0,15,8.0
m4egh2,43821086-2b72-4c26-a814-5bc5b220dd31,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/43821086-2b72-4c26-a814-5bc5b220dd31,chips,49.0,85,36.0
m4egh2,a4eab82d-d254-432e-9161-cd8905458e25,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/a4eab82d-d254-432e-9161-cd8905458e25,pâtes,243.0,180,63.0
m4egh2,a4eab82d-d254-432e-9161-cd8905458e25,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/a4eab82d-d254-432e-9161-cd8905458e25,feta,98.0,50,48.0
m4egh2,cd557294-b8ac-4e5a-8d76-0174ad845117,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/cd557294-b8ac-4e5a-8d76-0174ad845117,balisto : choco chips,29.0,30,1.0
m4egh2,99ea6fa7-a1ec-4842-a6e2-f2ef7ee2a420,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/99ea6fa7-a1ec-4842-a6e2-f2ef7ee2a420,poire,189.0,180,9.0
m4egh2,768d6aed-623c-4cfb-8f4e-e33da1f18a76,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/768d6aed-623c-4cfb-8f4e-e33da1f18a76,pâtes,192.0,180,12.0
m4egh2,768d6aed-623c-4cfb-8f4e-e33da1f18a76,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/768d6aed-623c-4cfb-8f4e-e33da1f18a76,aubergines,24.0,40,16.0
m4egh2,768d6aed-623c-4cfb-8f4e-e33da1f18a76,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/768d6aed-623c-4cfb-8f4e-e33da1f18a76,carottes,38.0,25,13.0
m4egh2,768d6aed-623c-4cfb-8f4e-e33da1f18a76,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/768d6aed-623c-4cfb-8f4e-e33da1f18a76,fromage gruyère,33.0,25,8.0
m4egh2,5e46238f-a50e-4b2a-b205-7383c5aa9c5b,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/5e46238f-a50e-4b2a-b205-7383c5aa9c5b,glace café,88.0,120,32.0
m4egh2,696c8085-c706-4eb6-8831-3ac1d7bb6fc8,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/696c8085-c706-4eb6-8831-3ac1d7bb6fc8,pain,89.0,80,9.0
m4egh2,696c8085-c706-4eb6-8831-3ac1d7bb6fc8,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/696c8085-c706-4eb6-8831-3ac1d7bb6fc8,chocolat,22.0,15,7.0
m4egh2,32c03d9e-2971-4f4b-bbec-4efde05dbf93,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/32c03d9e-2971-4f4b-bbec-4efde05dbf93,pâtes,138.0,180,42.0
m4egh2,32c03d9e-2971-4f4b-bbec-4efde05dbf93,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/32c03d9e-2971-4f4b-bbec-4efde05dbf93,courgettes gratinée,70.0,60,10.0
m4egh2,32c03d9e-2971-4f4b-bbec-4efde05dbf93,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/32c03d9e-2971-4f4b-bbec-4efde05dbf93,sauce aux champignons (crème + ail + champignon),112.0,60,52.0
m4egh2,4093cefe-321e-4e99-928d-b2f744506237,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/4093cefe-321e-4e99-928d-b2f744506237,pain,144.0,90,54.0
m4egh2,4093cefe-321e-4e99-928d-b2f744506237,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/4093cefe-321e-4e99-928d-b2f744506237,beurre,9.0,10,1.0
m4egh2,4093cefe-321e-4e99-928d-b2f744506237,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/4093cefe-321e-4e99-928d-b2f744506237,confiture framboise,22.0,15,7.0
m4egh2,4093cefe-321e-4e99-928d-b2f744506237,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/4093cefe-321e-4e99-928d-b2f744506237,miel,16.0,15,1.0
m4egh2,82d43c0a-839d-46ee-8e0d-8950e0903f0a,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/82d43c0a-839d-46ee-8e0d-8950e0903f0a,balisto : choco chips,29.0,25,4.0
m4egh2,82d43c0a-839d-46ee-8e0d-8950e0903f0a,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/82d43c0a-839d-46ee-8e0d-8950e0903f0a,yogourt figues,148.0,125,23.0
m4egh2,6b91ac4b-1f0f-4176-bf40-a12a6cd892e2,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/6b91ac4b-1f0f-4176-bf40-a12a6cd892e2,pâtes,147.0,180,33.0
m4egh2,6b91ac4b-1f0f-4176-bf40-a12a6cd892e2,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/6b91ac4b-1f0f-4176-bf40-a12a6cd892e2,courgettes gratinée,85.0,90,5.0
m4egh2,6b91ac4b-1f0f-4176-bf40-a12a6cd892e2,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/6b91ac4b-1f0f-4176-bf40-a12a6cd892e2,sauce aux champignons (crème + ail + champignon),98.0,90,8.0
m4egh2,17afe8a1-69a1-4fab-b73b-1f8635941440,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/17afe8a1-69a1-4fab-b73b-1f8635941440,chocolat,17.0,10,7.0
m4egh2,17afe8a1-69a1-4fab-b73b-1f8635941440,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/17afe8a1-69a1-4fab-b73b-1f8635941440,espresso,69.0,40,29.0
m4egh2,05a92802-5c47-499d-aa21-5fda93ad31d6,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/05a92802-5c47-499d-aa21-5fda93ad31d6,banane,138.0,120,18.0
m4egh2,cf5be2b9-1d21-4ed6-883c-9b04e51bb2c6,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/cf5be2b9-1d21-4ed6-883c-9b04e51bb2c6,famer baies des bois - chocolat,28.0,35,7.0
m4egh2,55d40c39-e6b8-407a-9e3e-881d42568328,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/55d40c39-e6b8-407a-9e3e-881d42568328,salade verte,22.0,40,18.0
m4egh2,55d40c39-e6b8-407a-9e3e-881d42568328,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/55d40c39-e6b8-407a-9e3e-881d42568328,tomate,100.0,60,40.0
m4egh2,55d40c39-e6b8-407a-9e3e-881d42568328,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/55d40c39-e6b8-407a-9e3e-881d42568328,mélange de graines,11.0,15,4.0
m4egh2,55d40c39-e6b8-407a-9e3e-881d42568328,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/55d40c39-e6b8-407a-9e3e-881d42568328,viande séchée des grissons : porc,39.0,40,1.0
m4egh2,55d40c39-e6b8-407a-9e3e-881d42568328,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/55d40c39-e6b8-407a-9e3e-881d42568328,huile d'olive extra vierge,3.0,5,2.0
m4egh2,55d40c39-e6b8-407a-9e3e-881d42568328,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/55d40c39-e6b8-407a-9e3e-881d42568328,vinaigre balsamique,10.0,5,5.0
m4egh2,55d40c39-e6b8-407a-9e3e-881d42568328,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/55d40c39-e6b8-407a-9e3e-881d42568328,pâtes aux légumes (aubergines et carottes),235.0,120,115.0
m4egh2,df140f7d-5265-4655-8b3d-e85506541084,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/df140f7d-5265-4655-8b3d-e85506541084,chocolat,35.0,20,15.0
m4egh2,9942fa79-be93-458e-b6a9-22fda9333ff4,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9942fa79-be93-458e-b6a9-22fda9333ff4,mélange de céréales,58.0,120,62.0
m4egh2,9942fa79-be93-458e-b6a9-22fda9333ff4,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9942fa79-be93-458e-b6a9-22fda9333ff4,myrtilles,96.0,50,46.0
m4egh2,9942fa79-be93-458e-b6a9-22fda9333ff4,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9942fa79-be93-458e-b6a9-22fda9333ff4,yogourt orange sanguine,170.0,150,20.0
m4egh2,9942fa79-be93-458e-b6a9-22fda9333ff4,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9942fa79-be93-458e-b6a9-22fda9333ff4,"jus de fruit : raisin, orange, banane , mangue fruit de la passion",154.0,200,46.0
m4egh2,9942fa79-be93-458e-b6a9-22fda9333ff4,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9942fa79-be93-458e-b6a9-22fda9333ff4,espresso,68.0,30,38.0
m4egh2,3e5798b3-c7e0-4d8e-a593-5298c2102755,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/3e5798b3-c7e0-4d8e-a593-5298c2102755,gnocchi au basilic,290.0,180,110.0
m4egh2,3e5798b3-c7e0-4d8e-a593-5298c2102755,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/3e5798b3-c7e0-4d8e-a593-5298c2102755,chou-fleur,154.0,120,34.0
m4egh2,3e5798b3-c7e0-4d8e-a593-5298c2102755,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/3e5798b3-c7e0-4d8e-a593-5298c2102755,fromage râpé,32.0,15,17.0
m4egh2,0babd97c-30ea-4b6d-9a13-32aff4add8f8,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/0babd97c-30ea-4b6d-9a13-32aff4add8f8,pêche,156.0,150,6.0
m4egh2,47707a6b-caa3-4c30-9516-9498f0a4b9b3,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/47707a6b-caa3-4c30-9516-9498f0a4b9b3,barre choco-muesli,27.0,30,3.0
m4egh2,9631ea21-d42e-4129-bd57-c4a1aa521e20,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9631ea21-d42e-4129-bd57-c4a1aa521e20,gnocchi au basilic,239.0,120,119.0
m4egh2,9631ea21-d42e-4129-bd57-c4a1aa521e20,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9631ea21-d42e-4129-bd57-c4a1aa521e20,chou-fleur,208.0,120,88.0
m4egh2,9631ea21-d42e-4129-bd57-c4a1aa521e20,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9631ea21-d42e-4129-bd57-c4a1aa521e20,oeufs brouillés,145.0,120,25.0
m4egh2,0bf16927-b577-42d5-ad43-bd4264584ecc,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/0bf16927-b577-42d5-ad43-bd4264584ecc,pain,150.0,90,60.0
m4egh2,0bf16927-b577-42d5-ad43-bd4264584ecc,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/0bf16927-b577-42d5-ad43-bd4264584ecc,beurre,9.0,8,1.0
m4egh2,0bf16927-b577-42d5-ad43-bd4264584ecc,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/0bf16927-b577-42d5-ad43-bd4264584ecc,confiture de coing,50.0,20,30.0
m4egh2,0babd97c-30ea-4b6d-9a13-32aff4add8f8,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/0babd97c-30ea-4b6d-9a13-32aff4add8f8,pêche,130.0,150,20.0
m4egh2,1381e1a0-c925-4eac-92f2-59d1223c728c,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1381e1a0-c925-4eac-92f2-59d1223c728c,quinoa,149.0,180,31.0
m4egh2,1381e1a0-c925-4eac-92f2-59d1223c728c,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1381e1a0-c925-4eac-92f2-59d1223c728c,asperges,145.0,120,25.0
m4egh2,1381e1a0-c925-4eac-92f2-59d1223c728c,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1381e1a0-c925-4eac-92f2-59d1223c728c,saumon,113.0,90,23.0
m4egh2,817e3ebb-9565-4e86-b552-363ea937100a,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/817e3ebb-9565-4e86-b552-363ea937100a,"farmer ""sport""",21.0,25,4.0
m4egh2,d0748362-06d9-46fd-8b1a-158d43215b97,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/d0748362-06d9-46fd-8b1a-158d43215b97,sushi,202.0,200,2.0
m4egh2,46c1d23a-f389-4a7e-9f37-e58c81310310,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/46c1d23a-f389-4a7e-9f37-e58c81310310,pain toast,42.0,60,18.0
m4egh2,46c1d23a-f389-4a7e-9f37-e58c81310310,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/46c1d23a-f389-4a7e-9f37-e58c81310310,beurre,5.0,10,5.0
m4egh2,46c1d23a-f389-4a7e-9f37-e58c81310310,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/46c1d23a-f389-4a7e-9f37-e58c81310310,miel,22.0,15,7.0
m4egh2,46c1d23a-f389-4a7e-9f37-e58c81310310,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/46c1d23a-f389-4a7e-9f37-e58c81310310,yogourt à la banane,174.0,125,49.0
m4egh2,7e7c07da-f8a5-4c6a-96b0-28284727895f,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7e7c07da-f8a5-4c6a-96b0-28284727895f,pâtes,340.0,200,140.0
m4egh2,7e7c07da-f8a5-4c6a-96b0-28284727895f,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7e7c07da-f8a5-4c6a-96b0-28284727895f,oeufs,90.0,120,30.0
m4egh2,7e7c07da-f8a5-4c6a-96b0-28284727895f,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7e7c07da-f8a5-4c6a-96b0-28284727895f,ketchup,20.0,25,5.0
m4egh2,e9c0127e-52e5-4e2f-bb38-5ccb51150d20,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/e9c0127e-52e5-4e2f-bb38-5ccb51150d20,ragusa,52.0,50,2.0
m4egh2,e9c0127e-52e5-4e2f-bb38-5ccb51150d20,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/e9c0127e-52e5-4e2f-bb38-5ccb51150d20,espresso,62.0,30,32.0
m4egh2,f218b781-84b2-41d2-b7fe-b01c9a162f8a,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/f218b781-84b2-41d2-b7fe-b01c9a162f8a,banane,77.0,90,13.0
m4egh2,444413a1-c868-455d-8634-7cce2244e9be,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/444413a1-c868-455d-8634-7cce2244e9be,bière grimbergen rouge,249.0,330,81.0
m4egh2,f4f4d868-4558-4030-81d5-37072db2faa8,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/f4f4d868-4558-4030-81d5-37072db2faa8,crevettes,145.0,120,25.0
m4egh2,f4f4d868-4558-4030-81d5-37072db2faa8,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/f4f4d868-4558-4030-81d5-37072db2faa8,pain,93.0,60,33.0
m4egh2,4f610880-73e2-4dea-86d6-03986521b0b2,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/4f610880-73e2-4dea-86d6-03986521b0b2,vin rouge,155.0,150,5.0
m4egh2,4f610880-73e2-4dea-86d6-03986521b0b2,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/4f610880-73e2-4dea-86d6-03986521b0b2,vin rouge,155.0,150,5.0
m4egh2,204f41a5-5fa1-4c16-8363-89be2ec5f7c4,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/204f41a5-5fa1-4c16-8363-89be2ec5f7c4,espresso,65.0,30,35.0
m4egh2,5f34ccf8-7ebd-495f-b817-c202bee87fc1,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/5f34ccf8-7ebd-495f-b817-c202bee87fc1,gin tonic,460.0,500,40.0
m4egh2,de49c7bb-3bb4-426d-a1fd-4e343af4a98c,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/de49c7bb-3bb4-426d-a1fd-4e343af4a98c,pain tresse,120.0,60,60.0
m4egh2,de49c7bb-3bb4-426d-a1fd-4e343af4a98c,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/de49c7bb-3bb4-426d-a1fd-4e343af4a98c,nutella,33.0,20,13.0
m4egh2,be2c39f9-4628-429e-9568-a95fe0126baf,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/be2c39f9-4628-429e-9568-a95fe0126baf,yogourt emmi frmaboise,149.0,150,1.0
m4egh2,1433b4f9-85ec-4321-944a-d971fef9b19d,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1433b4f9-85ec-4321-944a-d971fef9b19d,couscous complet,187.0,150,37.0
m4egh2,1433b4f9-85ec-4321-944a-d971fef9b19d,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1433b4f9-85ec-4321-944a-d971fef9b19d,chou-fleur,149.0,90,59.0
m4egh2,1433b4f9-85ec-4321-944a-d971fef9b19d,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1433b4f9-85ec-4321-944a-d971fef9b19d,poulet,86.0,90,4.0
m4egh2,1433b4f9-85ec-4321-944a-d971fef9b19d,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1433b4f9-85ec-4321-944a-d971fef9b19d,asperges,122.0,120,2.0
p8a2w5,24536b23-5f00-4294-9b37-f21005bcedba,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/24536b23-5f00-4294-9b37-f21005bcedba,banane,173.0,240,67.0
p8a2w5,0c5afb33-dd7e-4694-89a6-3ef978d55651,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0c5afb33-dd7e-4694-89a6-3ef978d55651,café au lait,347.0,250,97.0
p8a2w5,0c5afb33-dd7e-4694-89a6-3ef978d55651,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0c5afb33-dd7e-4694-89a6-3ef978d55651,café au lait,347.0,250,97.0
p8a2w5,9360a3db-de0a-4e11-83f4-8077839c7eca,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/9360a3db-de0a-4e11-83f4-8077839c7eca,céréales au coco,59.0,50,9.0
p8a2w5,9360a3db-de0a-4e11-83f4-8077839c7eca,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/9360a3db-de0a-4e11-83f4-8077839c7eca,lait dans céréales,137.0,120,17.0
p8a2w5,1fbbf755-5f3c-4024-bf53-65a9b0c46643,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1fbbf755-5f3c-4024-bf53-65a9b0c46643,pain provencale,42.0,40,2.0
p8a2w5,1fbbf755-5f3c-4024-bf53-65a9b0c46643,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1fbbf755-5f3c-4024-bf53-65a9b0c46643,asperges,255.0,180,75.0
p8a2w5,1fbbf755-5f3c-4024-bf53-65a9b0c46643,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1fbbf755-5f3c-4024-bf53-65a9b0c46643,sauce mayonnaise+herbes aromatiques,31.0,30,1.0
p8a2w5,92a1a983-649f-4e7a-b7a1-efbba1bcc6e5,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/92a1a983-649f-4e7a-b7a1-efbba1bcc6e5,rosé,98.0,150,52.0
p8a2w5,ae0562ae-9c02-43e0-86e6-4a403128587b,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ae0562ae-9c02-43e0-86e6-4a403128587b,"fromages (manchego, 2 sortes de gruyères, raclette)",37.0,80,43.0
p8a2w5,ae0562ae-9c02-43e0-86e6-4a403128587b,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ae0562ae-9c02-43e0-86e6-4a403128587b,pain provencales,12.0,30,18.0
p8a2w5,1283a444-b491-4cfb-b1cc-0bda2a6ef7e9,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/1283a444-b491-4cfb-b1cc-0bda2a6ef7e9,banane,242.0,120,122.0
p8a2w5,bdb25c53-2eb7-4a81-b33e-6d28997d0183,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/bdb25c53-2eb7-4a81-b33e-6d28997d0183,pains (provençales et blanc),31.0,80,49.0
p8a2w5,bdb25c53-2eb7-4a81-b33e-6d28997d0183,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/bdb25c53-2eb7-4a81-b33e-6d28997d0183,pillons de poulet,112.0,120,8.0
p8a2w5,bdb25c53-2eb7-4a81-b33e-6d28997d0183,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/bdb25c53-2eb7-4a81-b33e-6d28997d0183,salade verte + carottes + vinaigrette,80.0,80,0.0
p8a2w5,bdb25c53-2eb7-4a81-b33e-6d28997d0183,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/bdb25c53-2eb7-4a81-b33e-6d28997d0183,salade tomate mozzarella concombre,,120,
p8a2w5,92a1a983-649f-4e7a-b7a1-efbba1bcc6e5,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/92a1a983-649f-4e7a-b7a1-efbba1bcc6e5,rosé,98.0,150,52.0
p8a2w5,a80cc37c-4f30-4827-84cd-91a2f89042c2,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a80cc37c-4f30-4827-84cd-91a2f89042c2,salade tomate mozzarella concombres,69.0,120,51.0
p8a2w5,a80cc37c-4f30-4827-84cd-91a2f89042c2,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a80cc37c-4f30-4827-84cd-91a2f89042c2,pillons de poulet,48.0,90,42.0
p8a2w5,a80cc37c-4f30-4827-84cd-91a2f89042c2,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a80cc37c-4f30-4827-84cd-91a2f89042c2,pain blanc,12.0,60,48.0
p8a2w5,2552a096-42ab-4f6b-a34f-8f011d1ec91e,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/2552a096-42ab-4f6b-a34f-8f011d1ec91e,fraises avec sucre,169.0,180,11.0
p8a2w5,2d5a86c1-d431-454a-b6ff-f1abdfc85095,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/2d5a86c1-d431-454a-b6ff-f1abdfc85095,chocolat,26.0,30,4.0
p8a2w5,0c5afb33-dd7e-4694-89a6-3ef978d55651,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0c5afb33-dd7e-4694-89a6-3ef978d55651,café au lait,347.0,250,97.0
p8a2w5,9909ddbe-3881-4bba-9d91-aa2a002a7bb7,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/9909ddbe-3881-4bba-9d91-aa2a002a7bb7,céréales,45.0,40,5.0
p8a2w5,9909ddbe-3881-4bba-9d91-aa2a002a7bb7,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/9909ddbe-3881-4bba-9d91-aa2a002a7bb7,lait,99.0,120,21.0
p8a2w5,dcaa4799-76b3-4175-b370-9b569a8346f6,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/dcaa4799-76b3-4175-b370-9b569a8346f6,fraises avec sucre,60.0,120,60.0
p8a2w5,b4682560-f867-4247-8b79-e3964d7084a0,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/b4682560-f867-4247-8b79-e3964d7084a0,pomme,146.0,180,34.0
p8a2w5,68c48786-98a2-4f27-9007-24d28921d1b1,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/68c48786-98a2-4f27-9007-24d28921d1b1,chips,52.0,50,2.0
p8a2w5,afe7f5f8-85f4-4bf3-beff-1442e7dfbbe7,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/afe7f5f8-85f4-4bf3-beff-1442e7dfbbe7,pâtes,164.0,120,44.0
p8a2w5,afe7f5f8-85f4-4bf3-beff-1442e7dfbbe7,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/afe7f5f8-85f4-4bf3-beff-1442e7dfbbe7,"soupe (bouillon de poulet, sauce soja, vinaigre, huile)",345.0,300,45.0
p8a2w5,afe7f5f8-85f4-4bf3-beff-1442e7dfbbe7,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/afe7f5f8-85f4-4bf3-beff-1442e7dfbbe7,oeuf,95.0,50,45.0
p8a2w5,db7f9ff2-4412-47c5-b5f4-8cbd74a88bdd,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/db7f9ff2-4412-47c5-b5f4-8cbd74a88bdd,oreo fourré chocolat blanc,18.0,12,6.0
p8a2w5,a97afef0-0a63-4252-9a07-818201610bd1,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a97afef0-0a63-4252-9a07-818201610bd1,café au lait,223.0,250,27.0
p8a2w5,fd55317a-e792-439f-bff1-811093d38657,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/fd55317a-e792-439f-bff1-811093d38657,céréales,51.0,40,11.0
p8a2w5,fd55317a-e792-439f-bff1-811093d38657,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/fd55317a-e792-439f-bff1-811093d38657,lait,96.0,120,24.0
