key,description,weight,predicted_weight,absolute_error,weighed_absolute_error,url
r3bub9,entrecôte de boeuf,138.0,180,42.0,0.03467979823968312,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/741f1215-a68b-4c9f-867b-de16606d87b9
xjvrtk,nectarine,108.0,150,42.0,0.027140711665838962,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/e0477112-b06c-49d6-b9c8-d0a2da930ee7
8japfq,glace movenpick café-chocolat,109.0,150,41.0,0.02673982372897582,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/5f8e5ef9-e248-4e8c-9975-e35edcd5fa6e
p96w4a,mousse au chocolat,79.0,120,41.0,0.01938023921641367,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/a2817797-57d1-4c81-9361-842a43ba541f
m4egh2,poulet,79.0,120,41.0,0.01938023921641367,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/40709ed3-1ed0-49ed-89e9-67c7e3184f7f
8japfq,pains aux noix,79.0,120,41.0,0.01938023921641367,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/94b397f7-cbf1-4759-a3ef-09da42129d6a
8japfq,petits pains au chocolat,109.0,150,41.0,0.02673982372897582,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/9ef7be05-f1a8-4e0c-86ff-2b4d173f3964
wrah5h,aubergine grillée,79.0,120,41.0,0.01938023921641367,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/ceb176a9-3e1f-48fe-a4ac-1ab12637221f
6fwmw2,baby banane,39.0,80,41.0,0.0095674598663308,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/90ede4d6-dd23-459a-9095-bb5f235eb05f
m4egh2,gin tonic,460.0,500,40.0,0.11009459758629561,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/5f34ccf8-7ebd-495f-b817-c202bee87fc1
6fwmw2,café,100.0,60,40.0,0.023933608170933828,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/32884400-96d3-4152-a9ec-565fe33a5b2d
8japfq,tomates cerises,120.0,80,40.0,0.028720329805120594,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/90f80380-51b1-4945-89c0-35931c2cbfa2
6fwmw2,café,100.0,60,40.0,0.023933608170933828,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/32884400-96d3-4152-a9ec-565fe33a5b2d
p96w4a,cervelas,130.0,90,40.0,0.031113690622213978,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/58f82c5a-4b79-4f95-9f8f-0b55a93d8383
ppf8hc,thé,290.0,250,40.0,0.0694074636957081,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/306a507c-a746-4e6b-bdd5-ef8e5aa4f7dc
xjvrtk,pois chiches,160.0,120,40.0,0.03829377307349413,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/6c348fb5-1e65-429a-959a-d2b13d5aeb82
xjvrtk,séré maigre,100.0,60,40.0,0.023933608170933828,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/116fc9b1-8b42-428b-aac0-3d074dbb46ae
p96w4a,café,290.0,250,40.0,0.0694074636957081,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5ab475b4-42bf-4e4c-a30b-035fb7486d2f
xjvrtk,galette millet maïs haricots noirs,80.0,120,40.0,0.019146886536747065,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/54ee4857-524c-436a-a31b-a1013669f8c1
ppf8hc,risotto aux asperges,210.0,250,40.0,0.05026057715896104,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/2833b10a-52c7-409b-ad86-f6147c323f9e
p96w4a,yogourt noisettes,190.0,150,40.0,0.04547385552477427,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/aafc8508-0ca0-4b06-bec7-fac639d813d6
p96w4a,kiwi,40.0,0,40.0,0.009573443268373533,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b919a838-60ef-4053-be96-e64d17fcf5b0
m4egh2,tomate,100.0,60,40.0,0.023933608170933828,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/55d40c39-e6b8-407a-9e3e-881d42568328
xjvrtk,purée lentilles betterave,190.0,150,40.0,0.04547385552477427,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/c5dbb936-4c37-4448-8ea4-c820c14f2178
xjvrtk,brioche au chocolat,80.0,120,40.0,0.019146886536747065,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/7125f342-9e7f-4c8a-a62f-eeddd34f7c1e
wrah5h,poivrons,80.0,40,40.0,0.019146886536747065,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/0415ec47-fbfd-4516-a71f-24caa123ce55
ppf8hc,thé chaud sans sucre,290.0,250,40.0,0.0694074636957081,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/306a507c-a746-4e6b-bdd5-ef8e5aa4f7dc
p96w4a,riz basmati,111.0,150,39.0,0.025902147442993136,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/7f4eeb93-0192-4be4-a9fe-ae6803bb1441
p8a2w5,banane,159.0,120,39.0,0.03710307606699017,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/30871e66-f14d-428a-8d8c-403bc6c2af75
8japfq,pain aux fruits,99.0,60,39.0,0.02310191528699388,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/63d7962e-f953-4987-96fb-2f843d8a12d1
6fwmw2,pomme,141.0,180,39.0,0.03290272783299128,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/98d8b22d-e851-44f8-aa53-4870e6c3eb80
r3bub9,croissant au fromage frais,81.0,120,39.0,0.01890156705299499,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/2330c992-3298-44c3-90c9-1d04e574f1ab
8japfq,glace movenpick café-chocolat,111.0,150,39.0,0.025902147442993136,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/80d3017b-bc9a-4dcb-ad16-a46aa3c0048c
ppf8hc,jus d'orange,161.0,200,39.0,0.037569781426323376,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/761a04f4-98e1-41ff-869a-420fd56e60db
r3bub9,pain,89.0,50,39.0,0.02076838849032783,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/52420337-2b62-4393-bcc2-056c9371c35e
8japfq,pâtes complètes,189.0,150,39.0,0.04410365645698831,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/90f80380-51b1-4945-89c0-35931c2cbfa2
ppf8hc,pomme,141.0,180,39.0,0.03290272783299128,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/81cd8c1f-7614-4a96-bd24-ba89908675ff
p8a2w5,fraises,89.0,50,39.0,0.02076838849032783,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/72616968-1f43-46e2-9e10-00877527129b
8japfq,focaccia,81.0,120,39.0,0.01890156705299499,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/9b020df4-0b52-470a-a9b2-4d29540bca81
ppf8hc,mangue fraîche,81.0,120,39.0,0.01890156705299499,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/02128e06-2d08-40a0-a134-8f726ade4910
ppf8hc,jus d'orange,161.0,200,39.0,0.037569781426323376,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/fed2ec81-08ac-4ddd-af67-3b044ca536f7
ppf8hc,frites,46.0,85,39.0,0.010734223264663823,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/fa24ac3d-41bd-47e9-899a-26fab1d92362
r3bub9,millet,158.0,120,38.0,0.03592434586457168,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/bb18e23e-6449-46ba-a82b-2f630af251aa
wrah5h,bubble tea (thé froid + perles de tapioca),412.0,450,38.0,0.09367614238103501,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/d2097311-e228-4896-bc01-5592faab02f8
p96w4a,pain,22.0,60,38.0,0.00500212410772517,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/6b14a3f8-bfc1-4e9d-9ce7-f884774afb59
wrah5h,bubble tea (thé froid + perles de tapioca),412.0,450,38.0,0.09367614238103501,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/d2097311-e228-4896-bc01-5592faab02f8
m4egh2,"salade de pâtes, cornichon, fromage, tomate",82.0,120,38.0,0.018644280765157454,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7ff5fe61-b9cd-45c6-8df8-44a690a86b0c
8japfq,"gratin de côte de bette, crème et tomates séchées",82.0,120,38.0,0.018644280765157454,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/e3dd97fc-f060-4191-b7c5-c7c2100b5e6e
ppf8hc,cake au chocolat,37.0,75,38.0,0.00841266327208324,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/a3b26b4e-b29e-4a11-b7ed-d80baf19b164
m4egh2,espresso,68.0,30,38.0,0.015461110878423254,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/9942fa79-be93-458e-b6a9-22fda9333ff4
ppf8hc,croque monsieur,82.0,120,38.0,0.018644280765157454,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/0c66b416-dae3-4f23-a990-96249bf4a741
8japfq,tiramisu aux fruits rouges,212.0,250,38.0,0.04820228685626073,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/13c992f9-9791-47c1-a3fa-e63344e91fe3
ppf8hc,pomme,142.0,180,38.0,0.032286437422589735,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/1af5d4ff-9633-44b1-96d6-887426c71a4b
wrah5h,riz complet,82.0,120,38.0,0.018644280765157454,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/ee492174-b956-48fe-a4cb-4f059c9bc233
wrah5h,tranche pizza légumes,82.0,120,38.0,0.018644280765157454,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/a7f54de1-9b6e-4edf-8f1f-0df19f00ceb0
p96w4a,glace chocolat,82.0,120,38.0,0.018644280765157454,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/a26138b3-0c2b-48bc-9acc-0ccd40fee0a8
ppf8hc,pain,97.0,60,37.0,0.02147442993137038,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/104945fb-5bd2-431c-a232-fc8d6146ac8d
p8a2w5,thé au chanvre,287.0,250,37.0,0.06353774629178659,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0e167b0e-8e66-409d-9beb-3f7879d1d8e5
p96w4a,pomme,37.0,0,37.0,0.008191277396502104,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b919a838-60ef-4053-be96-e64d17fcf5b0
m4egh2,panais,13.0,50,37.0,0.002878016382554793,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457
xjvrtk,ananas,187.0,150,37.0,0.041399158733672795,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/45b7113f-e3e5-4fcf-897f-282946abaa05
wrah5h,pancake,33.0,70,37.0,0.0073057338941775515,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/f362f600-6edc-47fa-a44a-4f443a173953
p96w4a,riz,83.0,120,37.0,0.018375027673234446,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/3fc991de-4be4-4944-89f5-df238d04b60f
r3bub9,oeufs au plat (2x),83.0,120,37.0,0.018375027673234446,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/6f261de8-2686-4e69-bbe3-1661ba4dcb98
p96w4a,pain (baguette),43.0,80,37.0,0.009519592649988931,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/7bd6e67d-b1ca-42e4-a5ca-713b7fadda27
r3bub9,tomates,113.0,150,37.0,0.025016603940668587,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/d985ac93-4b39-4db6-a618-c60859b4f22b
m4egh2,couscous complet,187.0,150,37.0,0.041399158733672795,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1433b4f9-85ec-4321-944a-d971fef9b19d
wrah5h,porridge,163.0,200,37.0,0.03608589771972548,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/2e7b02f3-969a-4269-bf8a-ee2710c121bc
p8a2w5,lait,114.0,150,36.0,0.02455588198337811,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4c05ee25-7f4e-4aba-8d89-4b7c5345b4b8
p96w4a,fenouil farci avec sauce tomate,114.0,150,36.0,0.02455588198337811,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0cd8772f-8d7a-427d-b11c-ff2bc6b5b13f
p96w4a,pain,24.0,60,36.0,0.0051696593649217075,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/9c8dd558-21eb-4150-a872-af92749663ff
p96w4a,pain libanais,14.0,50,36.0,0.0030156346295376626,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/9b23d53a-b849-4369-850d-6ed12264576c
6fwmw2,sauce crème 15% au safran,66.0,30,36.0,0.014216563253534695,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1da85bf5-675f-472d-8594-733069301dd5
wrah5h,mangue,86.0,50,36.0,0.018524612724302784,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/712f4686-2c54-47d3-a8f2-811e15f6e76b
xjvrtk,sandwich chèvre figue,286.0,250,36.0,0.06160510743198368,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/1cd39396-f24c-4258-b5d3-8e00e82541c3
xjvrtk,yogourt nature,66.0,30,36.0,0.014216563253534695,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/38b90b00-cd60-4ff1-a7b0-5dbfb9125944
wrah5h,pancake,34.0,70,36.0,0.007323684100305752,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/d73cd6ee-bf84-428a-a927-a802d8037218
ppf8hc,oeuf au plat,84.0,120,36.0,0.018093807777225974,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/4f23c5e7-ca26-4e58-a794-a97a6934c458
2ahgvr,sauce tomate au thon,44.0,80,36.0,0.009477708835689796,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/31d83e4b-304c-4128-a36d-aa34317ebaed
2ahgvr,pâtes avec sauce à la demi-crème + safran,216.0,180,36.0,0.046526934284295364,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/bd4b5178-cab2-40c8-8df4-a328cb700a6a
m4egh2,chips,49.0,85,36.0,0.01055472120338182,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/43821086-2b72-4c26-a814-5bc5b220dd31
xjvrtk,tomates,50.0,85,35.0,0.01047095357478355,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/35b79dd1-192e-41e1-90e0-d735999f81e6
m4egh2,espresso,65.0,30,35.0,0.013612239647218615,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/204f41a5-5fa1-4c16-8363-89be2ec5f7c4
p96w4a,tomate,95.0,60,35.0,0.019894811792088747,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/f57e0ec8-3670-4090-ba32-233b99bdb475
p8a2w5,riz,185.0,150,35.0,0.03874252822669914,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/82b53493-1c97-472b-9ec6-8cc698b8cfe4
8japfq,tomates rôties,95.0,60,35.0,0.019894811792088747,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/0bd218b2-a4c6-4605-8737-2055d3040f25
ppf8hc,tartelettes aux fraises,55.0,90,35.0,0.011518048932261906,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/8e2ab1f4-8271-4112-8c2f-f399d360b591
xjvrtk,chocolat,35.0,0,35.0,0.0073296675023484855,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d15f25db-272a-4f8a-a0ae-225438cf4b70
xjvrtk,pomme,115.0,150,35.0,0.024083193222002166,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/aa2df550-5243-4537-ad8b-9d79fc7007b4
wrah5h,pain/galette,45.0,80,35.0,0.009423858217305195,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/0415ec47-fbfd-4516-a71f-24caa123ce55
wrah5h,galette wraps,30.0,65,35.0,0.00628257214487013,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/8c36c212-67bf-4a50-b2ec-e4b780749488
ppf8hc,pomme,145.0,180,35.0,0.030365765366872296,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/d4aceb15-3560-481e-844e-2f4c55b2ac02
p96w4a,pommes,15.0,50,35.0,0.003141286072435065,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/7bd6e67d-b1ca-42e4-a5ca-713b7fadda27
p8a2w5,carottes,85.0,120,35.0,0.017800621077132036,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a78123a9-a71d-44cc-a512-4b8f9c048b9b
ppf8hc,gruyère,45.0,10,35.0,0.009423858217305195,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/7c7d7932-0ffe-47e1-83e9-2289044511e5
ppf8hc,cracotte craquinette fraise,35.0,0,35.0,0.0073296675023484855,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/67a7b618-09c9-4beb-a43c-4bbc1f9e4cbc
xjvrtk,feta,45.0,80,35.0,0.009423858217305195,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d85a22d0-d08f-464c-a45c-e8e09c8594f9
p8a2w5,riz,116.0,150,34.0,0.023598537656540755,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4f96d4f3-ccf5-48a1-bc78-4d09451b3545
p96w4a,pain,26.0,60,34.0,0.005289327405776376,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0c836c4f-c291-4337-a78c-461d7f66fb81
p96w4a,purée de pdt,214.0,180,34.0,0.04353523326292864,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/828972fc-fa12-4270-a960-fc59367fc91e
p8a2w5,yogourt à la cerise,116.0,150,34.0,0.023598537656540755,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/5935825a-a620-4143-aa66-5c25c29aeac6
p96w4a,pain,26.0,60,34.0,0.005289327405776376,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/a0fc1136-90f4-4311-ac49-169af42b0117
ppf8hc,brochettes de poulet,46.0,80,34.0,0.009358040794835128,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/3c9a53ea-be1d-4421-a631-450c4263e07a
r3bub9,tomates cerises,16.0,50,34.0,0.003254970711247001,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/17c1535c-dc84-4dbb-9668-1d3f9a4a135d
8japfq,pomme,146.0,180,34.0,0.029701607740128883,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/8159ab4c-f659-474e-9b93-90c7748dcef9
ppf8hc,thé,284.0,250,34.0,0.057775730124634266,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/6a80dbfb-53c8-48e9-882a-ba7f60d757a4
p96w4a,pomme,86.0,120,34.0,0.01749546757295263,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/eb2c9033-9784-4cf3-8cf9-159f8bfefd19
wrah5h,betterave,86.0,120,34.0,0.01749546757295263,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/e7be3f13-307e-4e19-be7b-5a547b6f694c
p8a2w5,pomme,146.0,180,34.0,0.029701607740128883,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/b4682560-f867-4247-8b79-e3964d7084a0
wrah5h,tofu nature pané,114.0,80,34.0,0.02319166631763488,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/8dcb5ff0-6b3c-4cee-9dee-6654571650bc
wrah5h,tranche gâteau rhubarbe,116.0,150,34.0,0.023598537656540755,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/b60a4dee-442d-447d-8d78-db9521763ffa
m4egh2,chou-fleur,154.0,120,34.0,0.03132909309575238,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/3e5798b3-c7e0-4d8e-a593-5298c2102755
m4egh2,pâtes,147.0,180,33.0,0.029025483309300004,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/6b91ac4b-1f0f-4176-bf40-a12a6cd892e2
r3bub9,salade de riz,57.0,90,33.0,0.011254779242381633,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/d936efff-6fc8-4d66-8681-db5d7fd4f9c4
2ahgvr,steak végétarien et sauce aux oignons,153.0,120,33.0,0.030210196913761228,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5540e99f-84bd-4971-a7b2-caab6b4282bb
p8a2w5,café,207.0,240,33.0,0.040872619353912246,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/03210130-04f7-45e1-babd-2c0693093101
2ahgvr,mergez,93.0,60,33.0,0.018363060869148982,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5b8a0853-ecc4-4015-bc9a-2b50766f873a
8japfq,pomme,213.0,180,33.0,0.042057332958373474,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/124b4ec0-4fda-4c14-aee4-e31ac6a94b5c
m4egh2,pain,93.0,60,33.0,0.018363060869148982,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/f4f4d868-4558-4030-81d5-37072db2faa8
xjvrtk,oeufs au plat,87.0,120,33.0,0.017178347264687758,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/bc9c353c-4fd3-41d7-b5ab-cc73e9587d47
8japfq,gâteau au chocolat,57.0,90,33.0,0.011254779242381633,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/2a854c3d-0ba9-4c3f-b22c-630cbe2d37cd
p96w4a,pizza,88.0,120,32.0,0.016849260152337415,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/146b66c5-2625-4f72-8e00-0085f6932b03
m4egh2,pain,122.0,90,32.0,0.023359201574831418,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/32240549-c951-4215-a57d-6c66551d5531
wrah5h,pâtes,148.0,180,32.0,0.028337392074385653,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/115dbd14-27ca-4200-a232-fa9f3eb9bad7
8japfq,cottage cheese,82.0,50,32.0,0.01570044696013259,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/d3483c57-c2e2-4657-825f-52070e3da0b8
p96w4a,pain,28.0,60,32.0,0.005361128230289178,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0c836c4f-c291-4337-a78c-461d7f66fb81
2ahgvr,pâtes cuites,148.0,180,32.0,0.028337392074385653,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/0db22403-901c-4a3a-988b-7dc61881cd1c
2ahgvr,colrave crue,118.0,150,32.0,0.022593326113361536,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/3718d88c-ba98-4da1-84dc-7d5ad0a4df92
m4egh2,glace café,88.0,120,32.0,0.016849260152337415,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/5e46238f-a50e-4b2a-b205-7383c5aa9c5b
ppf8hc,thé,282.0,250,32.0,0.05399422003362672,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/1037112f-6896-4926-934c-6587ac46a90c
8japfq,pommes,58.0,90,32.0,0.011105194191313297,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/8a7014ed-414a-4004-8620-5c06cd3d766a
m4egh2,espresso,62.0,30,32.0,0.01187106965278318,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/e9c0127e-52e5-4e2f-bb38-5ccb51150d20
2ahgvr,riz basmati cuit,182.0,150,32.0,0.03484733349687966,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/3f0e642f-99d9-405d-a594-a5dd0f4d93f8
p96w4a,pain,28.0,60,32.0,0.005361128230289178,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/9c8dd558-21eb-4150-a872-af92749663ff
p8a2w5,poireau,122.0,90,32.0,0.023359201574831418,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/83699abd-f47a-42b9-ae54-0a892d8845ab
6fwmw2,brocoli,122.0,90,32.0,0.023359201574831418,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/a2a7a39e-6053-4f38-806d-2bfed94b37c0
ppf8hc,tomate cerise,32.0,0,32.0,0.00612700369175906,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/e03b3ea3-43b7-4ad7-bd37-3bd97084b955
8japfq,muffin à la rhubarbe,53.0,85,32.0,0.010147849864475944,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/176d5cbe-f66e-46f9-8aa7-4ae4f643695e
wrah5h,quinoa,152.0,120,32.0,0.029103267535855536,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/712f4686-2c54-47d3-a8f2-811e15f6e76b
wrah5h,caviar aubergines,151.0,120,31.0,0.028008304962035314,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/511a8f5c-2aad-4603-bdd4-39abc8eb9bcc
m4egh2,quinoa,149.0,180,31.0,0.02763733403538584,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1381e1a0-c925-4eac-92f2-59d1223c728c
p96w4a,sauce tomates au thon,151.0,120,31.0,0.028008304962035314,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5000ced6-4a6f-4402-8d09-c99e249880d3
p8a2w5,pain,91.0,60,31.0,0.016879177162551082,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/83699abd-f47a-42b9-ae54-0a892d8845ab
8japfq,légumes grillés,111.0,80,31.0,0.020588886429045827,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/bd977caf-2681-4a8e-9cd6-1115c3f3c04b
p96w4a,pain,49.0,80,31.0,0.009088787702912122,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b0979eb7-5126-4d9e-9058-64093ecde7e0
8japfq,pain tartiné au pesto,19.0,50,31.0,0.0035242238031700066,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/59fa1abc-3369-4e41-bf8c-134cdf293f78
8japfq,tomates cerises,116.0,85,31.0,0.021516313745669514,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/c95525c1-9115-4146-aad9-d4c6b8a6b3cf
8japfq,tomates cerises,81.0,50,31.0,0.015024322529303712,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/bd977caf-2681-4a8e-9cd6-1115c3f3c04b
p8a2w5,dahl de lentille,281.0,250,31.0,0.05212141519425115,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/5ddea52e-8411-4822-893f-d8420fa6cb40
